"Year";"Canton (-) / District (>>) / Commune (......)";"Sex";"Citizenship (category)";Deaths
"2009";">> Canton de Genève";"Male";"Switzerland";1159
"2009";">> Canton de Genève";"Male";"Foreign country";340
"2009";">> Canton de Genève";"Female";"Switzerland";1387
"2009";">> Canton de Genève";"Female";"Foreign country";254
"2009";"......6601 Aire-la-Ville";"Male";"Switzerland";1
"2009";"......6601 Aire-la-Ville";"Male";"Foreign country";0
"2009";"......6601 Aire-la-Ville";"Female";"Switzerland";0
"2009";"......6601 Aire-la-Ville";"Female";"Foreign country";0
"2009";"......6602 Anières";"Male";"Switzerland";8
"2009";"......6602 Anières";"Male";"Foreign country";1
"2009";"......6602 Anières";"Female";"Switzerland";9
"2009";"......6602 Anières";"Female";"Foreign country";2
"2009";"......6603 Avully";"Male";"Switzerland";2
"2009";"......6603 Avully";"Male";"Foreign country";0
"2009";"......6603 Avully";"Female";"Switzerland";1
"2009";"......6603 Avully";"Female";"Foreign country";0
"2009";"......6604 Avusy";"Male";"Switzerland";1
"2009";"......6604 Avusy";"Male";"Foreign country";0
"2009";"......6604 Avusy";"Female";"Switzerland";1
"2009";"......6604 Avusy";"Female";"Foreign country";0
"2009";"......6605 Bardonnex";"Male";"Switzerland";6
"2009";"......6605 Bardonnex";"Male";"Foreign country";0
"2009";"......6605 Bardonnex";"Female";"Switzerland";2
"2009";"......6605 Bardonnex";"Female";"Foreign country";0
"2009";"......6606 Bellevue";"Male";"Switzerland";2
"2009";"......6606 Bellevue";"Male";"Foreign country";0
"2009";"......6606 Bellevue";"Female";"Switzerland";4
"2009";"......6606 Bellevue";"Female";"Foreign country";1
"2009";"......6607 Bernex";"Male";"Switzerland";29
"2009";"......6607 Bernex";"Male";"Foreign country";6
"2009";"......6607 Bernex";"Female";"Switzerland";38
"2009";"......6607 Bernex";"Female";"Foreign country";3
"2009";"......6608 Carouge (GE)";"Male";"Switzerland";59
"2009";"......6608 Carouge (GE)";"Male";"Foreign country";17
"2009";"......6608 Carouge (GE)";"Female";"Switzerland";64
"2009";"......6608 Carouge (GE)";"Female";"Foreign country";11
"2009";"......6609 Cartigny";"Male";"Switzerland";3
"2009";"......6609 Cartigny";"Male";"Foreign country";0
"2009";"......6609 Cartigny";"Female";"Switzerland";0
"2009";"......6609 Cartigny";"Female";"Foreign country";1
"2009";"......6610 Céligny";"Male";"Switzerland";2
"2009";"......6610 Céligny";"Male";"Foreign country";0
"2009";"......6610 Céligny";"Female";"Switzerland";1
"2009";"......6610 Céligny";"Female";"Foreign country";0
"2009";"......6611 Chancy";"Male";"Switzerland";2
"2009";"......6611 Chancy";"Male";"Foreign country";0
"2009";"......6611 Chancy";"Female";"Switzerland";1
"2009";"......6611 Chancy";"Female";"Foreign country";0
"2009";"......6612 Chêne-Bougeries";"Male";"Switzerland";43
"2009";"......6612 Chêne-Bougeries";"Male";"Foreign country";9
"2009";"......6612 Chêne-Bougeries";"Female";"Switzerland";82
"2009";"......6612 Chêne-Bougeries";"Female";"Foreign country";8
"2009";"......6613 Chêne-Bourg";"Male";"Switzerland";14
"2009";"......6613 Chêne-Bourg";"Male";"Foreign country";6
"2009";"......6613 Chêne-Bourg";"Female";"Switzerland";13
"2009";"......6613 Chêne-Bourg";"Female";"Foreign country";6
"2009";"......6614 Choulex";"Male";"Switzerland";6
"2009";"......6614 Choulex";"Male";"Foreign country";0
"2009";"......6614 Choulex";"Female";"Switzerland";6
"2009";"......6614 Choulex";"Female";"Foreign country";0
"2009";"......6615 Collex-Bossy";"Male";"Switzerland";5
"2009";"......6615 Collex-Bossy";"Male";"Foreign country";0
"2009";"......6615 Collex-Bossy";"Female";"Switzerland";4
"2009";"......6615 Collex-Bossy";"Female";"Foreign country";0
"2009";"......6616 Collonge-Bellerive";"Male";"Switzerland";20
"2009";"......6616 Collonge-Bellerive";"Male";"Foreign country";3
"2009";"......6616 Collonge-Bellerive";"Female";"Switzerland";25
"2009";"......6616 Collonge-Bellerive";"Female";"Foreign country";3
"2009";"......6617 Cologny";"Male";"Switzerland";14
"2009";"......6617 Cologny";"Male";"Foreign country";2
"2009";"......6617 Cologny";"Female";"Switzerland";33
"2009";"......6617 Cologny";"Female";"Foreign country";3
"2009";"......6618 Confignon";"Male";"Switzerland";6
"2009";"......6618 Confignon";"Male";"Foreign country";4
"2009";"......6618 Confignon";"Female";"Switzerland";11
"2009";"......6618 Confignon";"Female";"Foreign country";0
"2009";"......6619 Corsier (GE)";"Male";"Switzerland";3
"2009";"......6619 Corsier (GE)";"Male";"Foreign country";1
"2009";"......6619 Corsier (GE)";"Female";"Switzerland";2
"2009";"......6619 Corsier (GE)";"Female";"Foreign country";1
"2009";"......6620 Dardagny";"Male";"Switzerland";1
"2009";"......6620 Dardagny";"Male";"Foreign country";2
"2009";"......6620 Dardagny";"Female";"Switzerland";4
"2009";"......6620 Dardagny";"Female";"Foreign country";0
"2009";"......6621 Genève";"Male";"Switzerland";493
"2009";"......6621 Genève";"Male";"Foreign country";157
"2009";"......6621 Genève";"Female";"Switzerland";577
"2009";"......6621 Genève";"Female";"Foreign country";128
"2009";"......6622 Genthod";"Male";"Switzerland";6
"2009";"......6622 Genthod";"Male";"Foreign country";4
"2009";"......6622 Genthod";"Female";"Switzerland";2
"2009";"......6622 Genthod";"Female";"Foreign country";1
"2009";"......6623 Le Grand-Saconnex";"Male";"Switzerland";27
"2009";"......6623 Le Grand-Saconnex";"Male";"Foreign country";6
"2009";"......6623 Le Grand-Saconnex";"Female";"Switzerland";31
"2009";"......6623 Le Grand-Saconnex";"Female";"Foreign country";3
"2009";"......6624 Gy";"Male";"Switzerland";4
"2009";"......6624 Gy";"Male";"Foreign country";0
"2009";"......6624 Gy";"Female";"Switzerland";0
"2009";"......6624 Gy";"Female";"Foreign country";0
"2009";"......6625 Hermance";"Male";"Switzerland";2
"2009";"......6625 Hermance";"Male";"Foreign country";1
"2009";"......6625 Hermance";"Female";"Switzerland";7
"2009";"......6625 Hermance";"Female";"Foreign country";2
"2009";"......6626 Jussy";"Male";"Switzerland";6
"2009";"......6626 Jussy";"Male";"Foreign country";1
"2009";"......6626 Jussy";"Female";"Switzerland";1
"2009";"......6626 Jussy";"Female";"Foreign country";0
"2009";"......6627 Laconnex";"Male";"Switzerland";1
"2009";"......6627 Laconnex";"Male";"Foreign country";0
"2009";"......6627 Laconnex";"Female";"Switzerland";1
"2009";"......6627 Laconnex";"Female";"Foreign country";0
"2009";"......6628 Lancy";"Male";"Switzerland";63
"2009";"......6628 Lancy";"Male";"Foreign country";17
"2009";"......6628 Lancy";"Female";"Switzerland";74
"2009";"......6628 Lancy";"Female";"Foreign country";9
"2009";"......6629 Meinier";"Male";"Switzerland";4
"2009";"......6629 Meinier";"Male";"Foreign country";0
"2009";"......6629 Meinier";"Female";"Switzerland";6
"2009";"......6629 Meinier";"Female";"Foreign country";0
"2009";"......6630 Meyrin";"Male";"Switzerland";48
"2009";"......6630 Meyrin";"Male";"Foreign country";16
"2009";"......6630 Meyrin";"Female";"Switzerland";36
"2009";"......6630 Meyrin";"Female";"Foreign country";8
"2009";"......6631 Onex";"Male";"Switzerland";43
"2009";"......6631 Onex";"Male";"Foreign country";26
"2009";"......6631 Onex";"Female";"Switzerland";70
"2009";"......6631 Onex";"Female";"Foreign country";9
"2009";"......6632 Perly-Certoux";"Male";"Switzerland";7
"2009";"......6632 Perly-Certoux";"Male";"Foreign country";2
"2009";"......6632 Perly-Certoux";"Female";"Switzerland";1
"2009";"......6632 Perly-Certoux";"Female";"Foreign country";1
"2009";"......6633 Plan-les-Ouates";"Male";"Switzerland";12
"2009";"......6633 Plan-les-Ouates";"Male";"Foreign country";3
"2009";"......6633 Plan-les-Ouates";"Female";"Switzerland";19
"2009";"......6633 Plan-les-Ouates";"Female";"Foreign country";3
"2009";"......6634 Pregny-Chambésy";"Male";"Switzerland";18
"2009";"......6634 Pregny-Chambésy";"Male";"Foreign country";2
"2009";"......6634 Pregny-Chambésy";"Female";"Switzerland";17
"2009";"......6634 Pregny-Chambésy";"Female";"Foreign country";2
"2009";"......6635 Presinge";"Male";"Switzerland";3
"2009";"......6635 Presinge";"Male";"Foreign country";1
"2009";"......6635 Presinge";"Female";"Switzerland";11
"2009";"......6635 Presinge";"Female";"Foreign country";1
"2009";"......6636 Puplinge";"Male";"Switzerland";6
"2009";"......6636 Puplinge";"Male";"Foreign country";0
"2009";"......6636 Puplinge";"Female";"Switzerland";6
"2009";"......6636 Puplinge";"Female";"Foreign country";1
"2009";"......6637 Russin";"Male";"Switzerland";0
"2009";"......6637 Russin";"Male";"Foreign country";0
"2009";"......6637 Russin";"Female";"Switzerland";1
"2009";"......6637 Russin";"Female";"Foreign country";0
"2009";"......6638 Satigny";"Male";"Switzerland";16
"2009";"......6638 Satigny";"Male";"Foreign country";2
"2009";"......6638 Satigny";"Female";"Switzerland";8
"2009";"......6638 Satigny";"Female";"Foreign country";2
"2009";"......6639 Soral";"Male";"Switzerland";6
"2009";"......6639 Soral";"Male";"Foreign country";0
"2009";"......6639 Soral";"Female";"Switzerland";17
"2009";"......6639 Soral";"Female";"Foreign country";1
"2009";"......6640 Thônex";"Male";"Switzerland";25
"2009";"......6640 Thônex";"Male";"Foreign country";9
"2009";"......6640 Thônex";"Female";"Switzerland";35
"2009";"......6640 Thônex";"Female";"Foreign country";11
"2009";"......6641 Troinex";"Male";"Switzerland";2
"2009";"......6641 Troinex";"Male";"Foreign country";1
"2009";"......6641 Troinex";"Female";"Switzerland";5
"2009";"......6641 Troinex";"Female";"Foreign country";0
"2009";"......6642 Vandoeuvres";"Male";"Switzerland";7
"2009";"......6642 Vandoeuvres";"Male";"Foreign country";1
"2009";"......6642 Vandoeuvres";"Female";"Switzerland";12
"2009";"......6642 Vandoeuvres";"Female";"Foreign country";0
"2009";"......6643 Vernier";"Male";"Switzerland";66
"2009";"......6643 Vernier";"Male";"Foreign country";29
"2009";"......6643 Vernier";"Female";"Switzerland";60
"2009";"......6643 Vernier";"Female";"Foreign country";17
"2009";"......6644 Versoix";"Male";"Switzerland";23
"2009";"......6644 Versoix";"Male";"Foreign country";7
"2009";"......6644 Versoix";"Female";"Switzerland";34
"2009";"......6644 Versoix";"Female";"Foreign country";6
"2009";"......6645 Veyrier";"Male";"Switzerland";44
"2009";"......6645 Veyrier";"Male";"Foreign country";4
"2009";"......6645 Veyrier";"Female";"Switzerland";55
"2009";"......6645 Veyrier";"Female";"Foreign country";10
"2010";">> Canton de Genève";"Male";"Switzerland";1156
"2010";">> Canton de Genève";"Male";"Foreign country";352
"2010";">> Canton de Genève";"Female";"Switzerland";1370
"2010";">> Canton de Genève";"Female";"Foreign country";250
"2010";"......6601 Aire-la-Ville";"Male";"Switzerland";2
"2010";"......6601 Aire-la-Ville";"Male";"Foreign country";0
"2010";"......6601 Aire-la-Ville";"Female";"Switzerland";1
"2010";"......6601 Aire-la-Ville";"Female";"Foreign country";0
"2010";"......6602 Anières";"Male";"Switzerland";4
"2010";"......6602 Anières";"Male";"Foreign country";3
"2010";"......6602 Anières";"Female";"Switzerland";17
"2010";"......6602 Anières";"Female";"Foreign country";3
"2010";"......6603 Avully";"Male";"Switzerland";2
"2010";"......6603 Avully";"Male";"Foreign country";0
"2010";"......6603 Avully";"Female";"Switzerland";7
"2010";"......6603 Avully";"Female";"Foreign country";0
"2010";"......6604 Avusy";"Male";"Switzerland";4
"2010";"......6604 Avusy";"Male";"Foreign country";0
"2010";"......6604 Avusy";"Female";"Switzerland";1
"2010";"......6604 Avusy";"Female";"Foreign country";0
"2010";"......6605 Bardonnex";"Male";"Switzerland";3
"2010";"......6605 Bardonnex";"Male";"Foreign country";0
"2010";"......6605 Bardonnex";"Female";"Switzerland";5
"2010";"......6605 Bardonnex";"Female";"Foreign country";0
"2010";"......6606 Bellevue";"Male";"Switzerland";1
"2010";"......6606 Bellevue";"Male";"Foreign country";0
"2010";"......6606 Bellevue";"Female";"Switzerland";3
"2010";"......6606 Bellevue";"Female";"Foreign country";1
"2010";"......6607 Bernex";"Male";"Switzerland";29
"2010";"......6607 Bernex";"Male";"Foreign country";4
"2010";"......6607 Bernex";"Female";"Switzerland";20
"2010";"......6607 Bernex";"Female";"Foreign country";4
"2010";"......6608 Carouge (GE)";"Male";"Switzerland";52
"2010";"......6608 Carouge (GE)";"Male";"Foreign country";11
"2010";"......6608 Carouge (GE)";"Female";"Switzerland";58
"2010";"......6608 Carouge (GE)";"Female";"Foreign country";15
"2010";"......6609 Cartigny";"Male";"Switzerland";0
"2010";"......6609 Cartigny";"Male";"Foreign country";0
"2010";"......6609 Cartigny";"Female";"Switzerland";4
"2010";"......6609 Cartigny";"Female";"Foreign country";0
"2010";"......6610 Céligny";"Male";"Switzerland";1
"2010";"......6610 Céligny";"Male";"Foreign country";0
"2010";"......6610 Céligny";"Female";"Switzerland";0
"2010";"......6610 Céligny";"Female";"Foreign country";0
"2010";"......6611 Chancy";"Male";"Switzerland";1
"2010";"......6611 Chancy";"Male";"Foreign country";0
"2010";"......6611 Chancy";"Female";"Switzerland";1
"2010";"......6611 Chancy";"Female";"Foreign country";0
"2010";"......6612 Chêne-Bougeries";"Male";"Switzerland";34
"2010";"......6612 Chêne-Bougeries";"Male";"Foreign country";9
"2010";"......6612 Chêne-Bougeries";"Female";"Switzerland";69
"2010";"......6612 Chêne-Bougeries";"Female";"Foreign country";9
"2010";"......6613 Chêne-Bourg";"Male";"Switzerland";29
"2010";"......6613 Chêne-Bourg";"Male";"Foreign country";9
"2010";"......6613 Chêne-Bourg";"Female";"Switzerland";16
"2010";"......6613 Chêne-Bourg";"Female";"Foreign country";3
"2010";"......6614 Choulex";"Male";"Switzerland";4
"2010";"......6614 Choulex";"Male";"Foreign country";0
"2010";"......6614 Choulex";"Female";"Switzerland";9
"2010";"......6614 Choulex";"Female";"Foreign country";0
"2010";"......6615 Collex-Bossy";"Male";"Switzerland";4
"2010";"......6615 Collex-Bossy";"Male";"Foreign country";0
"2010";"......6615 Collex-Bossy";"Female";"Switzerland";2
"2010";"......6615 Collex-Bossy";"Female";"Foreign country";0
"2010";"......6616 Collonge-Bellerive";"Male";"Switzerland";17
"2010";"......6616 Collonge-Bellerive";"Male";"Foreign country";7
"2010";"......6616 Collonge-Bellerive";"Female";"Switzerland";17
"2010";"......6616 Collonge-Bellerive";"Female";"Foreign country";4
"2010";"......6617 Cologny";"Male";"Switzerland";12
"2010";"......6617 Cologny";"Male";"Foreign country";4
"2010";"......6617 Cologny";"Female";"Switzerland";21
"2010";"......6617 Cologny";"Female";"Foreign country";3
"2010";"......6618 Confignon";"Male";"Switzerland";9
"2010";"......6618 Confignon";"Male";"Foreign country";1
"2010";"......6618 Confignon";"Female";"Switzerland";6
"2010";"......6618 Confignon";"Female";"Foreign country";2
"2010";"......6619 Corsier (GE)";"Male";"Switzerland";3
"2010";"......6619 Corsier (GE)";"Male";"Foreign country";0
"2010";"......6619 Corsier (GE)";"Female";"Switzerland";4
"2010";"......6619 Corsier (GE)";"Female";"Foreign country";0
"2010";"......6620 Dardagny";"Male";"Switzerland";4
"2010";"......6620 Dardagny";"Male";"Foreign country";0
"2010";"......6620 Dardagny";"Female";"Switzerland";2
"2010";"......6620 Dardagny";"Female";"Foreign country";0
"2010";"......6621 Genève";"Male";"Switzerland";457
"2010";"......6621 Genève";"Male";"Foreign country";181
"2010";"......6621 Genève";"Female";"Switzerland";610
"2010";"......6621 Genève";"Female";"Foreign country";118
"2010";"......6622 Genthod";"Male";"Switzerland";9
"2010";"......6622 Genthod";"Male";"Foreign country";3
"2010";"......6622 Genthod";"Female";"Switzerland";6
"2010";"......6622 Genthod";"Female";"Foreign country";2
"2010";"......6623 Le Grand-Saconnex";"Male";"Switzerland";26
"2010";"......6623 Le Grand-Saconnex";"Male";"Foreign country";11
"2010";"......6623 Le Grand-Saconnex";"Female";"Switzerland";31
"2010";"......6623 Le Grand-Saconnex";"Female";"Foreign country";6
"2010";"......6624 Gy";"Male";"Switzerland";0
"2010";"......6624 Gy";"Male";"Foreign country";0
"2010";"......6624 Gy";"Female";"Switzerland";0
"2010";"......6624 Gy";"Female";"Foreign country";0
"2010";"......6625 Hermance";"Male";"Switzerland";4
"2010";"......6625 Hermance";"Male";"Foreign country";0
"2010";"......6625 Hermance";"Female";"Switzerland";10
"2010";"......6625 Hermance";"Female";"Foreign country";0
"2010";"......6626 Jussy";"Male";"Switzerland";2
"2010";"......6626 Jussy";"Male";"Foreign country";1
"2010";"......6626 Jussy";"Female";"Switzerland";3
"2010";"......6626 Jussy";"Female";"Foreign country";0
"2010";"......6627 Laconnex";"Male";"Switzerland";0
"2010";"......6627 Laconnex";"Male";"Foreign country";0
"2010";"......6627 Laconnex";"Female";"Switzerland";1
"2010";"......6627 Laconnex";"Female";"Foreign country";0
"2010";"......6628 Lancy";"Male";"Switzerland";79
"2010";"......6628 Lancy";"Male";"Foreign country";15
"2010";"......6628 Lancy";"Female";"Switzerland";68
"2010";"......6628 Lancy";"Female";"Foreign country";13
"2010";"......6629 Meinier";"Male";"Switzerland";1
"2010";"......6629 Meinier";"Male";"Foreign country";0
"2010";"......6629 Meinier";"Female";"Switzerland";3
"2010";"......6629 Meinier";"Female";"Foreign country";0
"2010";"......6630 Meyrin";"Male";"Switzerland";39
"2010";"......6630 Meyrin";"Male";"Foreign country";17
"2010";"......6630 Meyrin";"Female";"Switzerland";38
"2010";"......6630 Meyrin";"Female";"Foreign country";8
"2010";"......6631 Onex";"Male";"Switzerland";57
"2010";"......6631 Onex";"Male";"Foreign country";11
"2010";"......6631 Onex";"Female";"Switzerland";64
"2010";"......6631 Onex";"Female";"Foreign country";4
"2010";"......6632 Perly-Certoux";"Male";"Switzerland";3
"2010";"......6632 Perly-Certoux";"Male";"Foreign country";1
"2010";"......6632 Perly-Certoux";"Female";"Switzerland";2
"2010";"......6632 Perly-Certoux";"Female";"Foreign country";0
"2010";"......6633 Plan-les-Ouates";"Male";"Switzerland";29
"2010";"......6633 Plan-les-Ouates";"Male";"Foreign country";5
"2010";"......6633 Plan-les-Ouates";"Female";"Switzerland";20
"2010";"......6633 Plan-les-Ouates";"Female";"Foreign country";6
"2010";"......6634 Pregny-Chambésy";"Male";"Switzerland";10
"2010";"......6634 Pregny-Chambésy";"Male";"Foreign country";2
"2010";"......6634 Pregny-Chambésy";"Female";"Switzerland";17
"2010";"......6634 Pregny-Chambésy";"Female";"Foreign country";5
"2010";"......6635 Presinge";"Male";"Switzerland";5
"2010";"......6635 Presinge";"Male";"Foreign country";2
"2010";"......6635 Presinge";"Female";"Switzerland";7
"2010";"......6635 Presinge";"Female";"Foreign country";2
"2010";"......6636 Puplinge";"Male";"Switzerland";0
"2010";"......6636 Puplinge";"Male";"Foreign country";3
"2010";"......6636 Puplinge";"Female";"Switzerland";3
"2010";"......6636 Puplinge";"Female";"Foreign country";0
"2010";"......6637 Russin";"Male";"Switzerland";1
"2010";"......6637 Russin";"Male";"Foreign country";0
"2010";"......6637 Russin";"Female";"Switzerland";1
"2010";"......6637 Russin";"Female";"Foreign country";0
"2010";"......6638 Satigny";"Male";"Switzerland";10
"2010";"......6638 Satigny";"Male";"Foreign country";3
"2010";"......6638 Satigny";"Female";"Switzerland";11
"2010";"......6638 Satigny";"Female";"Foreign country";0
"2010";"......6639 Soral";"Male";"Switzerland";7
"2010";"......6639 Soral";"Male";"Foreign country";0
"2010";"......6639 Soral";"Female";"Switzerland";7
"2010";"......6639 Soral";"Female";"Foreign country";2
"2010";"......6640 Thônex";"Male";"Switzerland";31
"2010";"......6640 Thônex";"Male";"Foreign country";13
"2010";"......6640 Thônex";"Female";"Switzerland";34
"2010";"......6640 Thônex";"Female";"Foreign country";7
"2010";"......6641 Troinex";"Male";"Switzerland";3
"2010";"......6641 Troinex";"Male";"Foreign country";0
"2010";"......6641 Troinex";"Female";"Switzerland";1
"2010";"......6641 Troinex";"Female";"Foreign country";1
"2010";"......6642 Vandoeuvres";"Male";"Switzerland";8
"2010";"......6642 Vandoeuvres";"Male";"Foreign country";2
"2010";"......6642 Vandoeuvres";"Female";"Switzerland";9
"2010";"......6642 Vandoeuvres";"Female";"Foreign country";1
"2010";"......6643 Vernier";"Male";"Switzerland";86
"2010";"......6643 Vernier";"Male";"Foreign country";18
"2010";"......6643 Vernier";"Female";"Switzerland";56
"2010";"......6643 Vernier";"Female";"Foreign country";18
"2010";"......6644 Versoix";"Male";"Switzerland";28
"2010";"......6644 Versoix";"Male";"Foreign country";8
"2010";"......6644 Versoix";"Female";"Switzerland";24
"2010";"......6644 Versoix";"Female";"Foreign country";5
"2010";"......6645 Veyrier";"Male";"Switzerland";46
"2010";"......6645 Veyrier";"Male";"Foreign country";8
"2010";"......6645 Veyrier";"Female";"Switzerland";81
"2010";"......6645 Veyrier";"Female";"Foreign country";8
"2011";">> Canton de Genève";"Male";"Switzerland";1075
"2011";">> Canton de Genève";"Male";"Foreign country";346
"2011";">> Canton de Genève";"Female";"Switzerland";1356
"2011";">> Canton de Genève";"Female";"Foreign country";268
"2011";"......6601 Aire-la-Ville";"Male";"Switzerland";1
"2011";"......6601 Aire-la-Ville";"Male";"Foreign country";0
"2011";"......6601 Aire-la-Ville";"Female";"Switzerland";0
"2011";"......6601 Aire-la-Ville";"Female";"Foreign country";0
"2011";"......6602 Anières";"Male";"Switzerland";6
"2011";"......6602 Anières";"Male";"Foreign country";2
"2011";"......6602 Anières";"Female";"Switzerland";12
"2011";"......6602 Anières";"Female";"Foreign country";1
"2011";"......6603 Avully";"Male";"Switzerland";3
"2011";"......6603 Avully";"Male";"Foreign country";0
"2011";"......6603 Avully";"Female";"Switzerland";4
"2011";"......6603 Avully";"Female";"Foreign country";0
"2011";"......6604 Avusy";"Male";"Switzerland";2
"2011";"......6604 Avusy";"Male";"Foreign country";1
"2011";"......6604 Avusy";"Female";"Switzerland";3
"2011";"......6604 Avusy";"Female";"Foreign country";0
"2011";"......6605 Bardonnex";"Male";"Switzerland";3
"2011";"......6605 Bardonnex";"Male";"Foreign country";2
"2011";"......6605 Bardonnex";"Female";"Switzerland";2
"2011";"......6605 Bardonnex";"Female";"Foreign country";1
"2011";"......6606 Bellevue";"Male";"Switzerland";4
"2011";"......6606 Bellevue";"Male";"Foreign country";1
"2011";"......6606 Bellevue";"Female";"Switzerland";5
"2011";"......6606 Bellevue";"Female";"Foreign country";0
"2011";"......6607 Bernex";"Male";"Switzerland";26
"2011";"......6607 Bernex";"Male";"Foreign country";5
"2011";"......6607 Bernex";"Female";"Switzerland";16
"2011";"......6607 Bernex";"Female";"Foreign country";2
"2011";"......6608 Carouge (GE)";"Male";"Switzerland";41
"2011";"......6608 Carouge (GE)";"Male";"Foreign country";15
"2011";"......6608 Carouge (GE)";"Female";"Switzerland";61
"2011";"......6608 Carouge (GE)";"Female";"Foreign country";7
"2011";"......6609 Cartigny";"Male";"Switzerland";1
"2011";"......6609 Cartigny";"Male";"Foreign country";0
"2011";"......6609 Cartigny";"Female";"Switzerland";1
"2011";"......6609 Cartigny";"Female";"Foreign country";0
"2011";"......6610 Céligny";"Male";"Switzerland";1
"2011";"......6610 Céligny";"Male";"Foreign country";0
"2011";"......6610 Céligny";"Female";"Switzerland";0
"2011";"......6610 Céligny";"Female";"Foreign country";1
"2011";"......6611 Chancy";"Male";"Switzerland";0
